epoch,train_loss,train_oa,val_loss,val_oa,val_aa,val_kappa,lr
1,2.0921251718203226,0.4533333333333333,1.0791385724748437,0.66,0.66,0.6482758620689656,9.99314767377287e-05
2,0.6356560432910919,0.8283333333333334,0.6698903515934944,0.7933333333333333,0.7933333333333332,0.7862068965517242,9.972609476841367e-05
3,0.3461559062699477,0.8966666666666666,0.5565265595030627,0.81,0.81,0.803448275862069,9.93844170297569e-05
4,0.25806093191107116,0.9183333333333333,0.6376376319186468,0.78,0.7799999999999999,0.7724137931034483,9.89073800366903e-05
5,0.15614756588513654,0.9566666666666667,0.4591902960827084,0.8666666666666667,0.8666666666666666,0.8620689655172414,9.829629131445343e-05
6,0.11532336318865419,0.965,0.3929045522236265,0.8933333333333333,0.8933333333333332,0.8896551724137931,9.75528258147577e-05
7,0.07065339635126293,0.9833333333333333,0.3233917656501657,0.9133333333333333,0.9133333333333333,0.9103448275862069,9.66790213248601e-05
8,0.05566677104371289,0.9833333333333333,0.3024997943614021,0.91,0.9099999999999999,0.906896551724138,9.567727288213006e-05
9,0.04708241831511259,0.9883333333333333,0.21624525103987635,0.93,0.9299999999999998,0.9275862068965518,9.455032620941841e-05
10,0.020230717320616046,0.9966666666666667,0.26497115479095984,0.9133333333333333,0.9133333333333333,0.9103448275862069,9.330127018922197e-05
11,0.007204185898105304,0.9983333333333333,0.2074650005792807,0.9233333333333333,0.9233333333333332,0.9206896551724137,9.193352839727123e-05
12,0.004997869099800785,0.9983333333333333,0.19616103221166045,0.9466666666666667,0.9466666666666667,0.9448275862068966,9.04508497187474e-05
13,0.0037252413077900805,1.0,0.2353034745273793,0.9266666666666666,0.9266666666666665,0.9241379310344827,8.885729807284857e-05
14,0.005699908030219376,0.9983333333333333,0.1847497743200572,0.9466666666666667,0.9466666666666667,0.9448275862068966,8.715724127386973e-05
15,0.00942566256970167,0.9966666666666667,0.2784891292720108,0.9366666666666666,0.9366666666666666,0.9344827586206896,8.53553390593274e-05
16,0.020113572583844264,0.9966666666666667,0.1888040928499418,0.96,0.9599999999999999,0.9586206896551723,8.345653031794293e-05
17,0.0021540293951208393,1.0,0.15739287202067268,0.9633333333333334,0.9633333333333333,0.9620689655172414,8.146601955249189e-05
18,0.008618471367905537,0.9983333333333333,0.21929611042287434,0.95,0.9499999999999997,0.9482758620689655,7.938926261462367e-05
19,0.009859263494921227,0.9966666666666667,0.3140817164515427,0.93,0.9299999999999999,0.9275862068965518,7.723195175075138e-05
20,0.0030260756999875107,1.0,0.20057769310331328,0.94,0.9399999999999998,0.9379310344827586,7.500000000000002e-05
21,0.005247431270157297,0.9983333333333333,0.24017238425355908,0.93,0.9299999999999998,0.9275862068965518,7.269952498697736e-05
22,0.002151582553051412,1.0,0.27334401016406973,0.9433333333333334,0.9433333333333334,0.9413793103448276,7.033683215379003e-05
23,0.002051148315270742,1.0,0.23718209021669617,0.94,0.9399999999999998,0.9379310344827586,6.791839747726505e-05
24,0.01994626463080446,0.9966666666666667,0.3397059107848786,0.9433333333333334,0.9433333333333334,0.9413793103448276,6.54508497187474e-05
25,0.0020033290718371667,1.0,0.2896837774877847,0.93,0.9299999999999998,0.9275862068965518,6.294095225512606e-05
26,0.010165967061184347,0.9983333333333333,0.297499285276947,0.9333333333333333,0.9333333333333333,0.9310344827586207,6.0395584540887984e-05
27,0.03517116999719292,0.9916666666666667,0.3093149322368462,0.94,0.94,0.9379310344827586,5.782172325201157e-05
28,0.006920782818148534,0.9983333333333333,0.21071013734476046,0.9466666666666667,0.9466666666666665,0.9448275862068966,5.52264231633827e-05
29,0.011311566509927313,0.9983333333333333,0.20517339921073136,0.93,0.9299999999999999,0.9275862068965518,5.261679781214721e-05
